@relation cloud_risk

@attribute RC NUMERIC
@attribute IP NUMERIC
@attribute IAS NUMERIC
@attribute DS NUMERIC
@attribute TPM NUMERIC
@attribute RE NUMERIC
@attribute DB NUMERIC
@attribute DI NUMERIC
@attribute DT NUMERIC
@attribute DL NUMERIC
@attribute DLIS NUMERIC
@attribute SLA NUMERIC
@attribute AAC NUMERIC
@attribute IDD NUMERIC
@attribute BCSA NUMERIC
@attribute R NUMERIC
@attribute ShE NUMERIC
@attribute VV NUMERIC
@attribute risk_label {low,medium,high,very_high}

@data
0.812901,0.227750,0.076758,0.007358,1.938879,1.025182,0.730103,1.658893,2.272751,0.888523,0.807461,1.791400,1.170940,2.790262,2.447631,2.792687,2.710427,1.634141,very_high
0.999718,0.964029,0.004187,0.518206,1.386419,0.661202,1.758835,1.205460,1.576896,2.612762,2.262606,2.079397,1.547952,2.113619,2.637639,2.301239,2.012049,1.184589,very_high
0.996637,0.909455,0.670434,0.037529,0.141832,1.721023,0.078487,0.373819,1.874218,0.054979,0.716325,1.405306,1.520289,2.871868,2.176112,2.545715,2.913117,1.865227,high
0.555432,0.722143,0.641820,0.569230,0.378722,0.947520,1.975965,1.084071,2.272581,1.635760,2.212833,0.293109,2.263571,1.352172,1.644958,2.225895,1.272517,2.218784,medium
0.768987,0.533387,0.410789,0.920771,1.542646,1.599157,1.328751,0.564998,2.523083,2.183477,2.392260,1.405924,0.567516,2.584043,1.620956,2.050518,2.947345,1.237060,very_high
0.944766,0.869969,0.489644,0.968419,1.682880,1.161240,1.362275,0.646935,2.285439,1.865568,0.741617,0.244363,2.839418,1.119563,1.248617,2.933356,1.881957,2.261174,high
0.849647,0.130652,0.415443,0.540553,1.235389,1.546180,0.075996,0.703056,1.062015,2.281597,2.147609,2.046378,1.028535,2.766393,2.866602,1.565310,2.905877,2.785744,very_high
0.247348,0.790510,0.024005,0.458205,1.288846,0.665346,1.211059,0.126638,2.990179,2.177076,2.436314,2.371105,0.900747,2.348319,2.276279,1.308302,1.917380,1.675447,very_high
0.450544,0.124821,0.335372,0.945017,0.056675,1.662833,0.969556,1.971923,1.303508,2.076092,1.075737,2.887141,2.055536,1.740510,1.053949,1.574971,2.060164,1.444066,medium
0.129159,0.794211,0.177082,0.673610,1.657061,0.549145,0.211558,0.063069,0.073394,2.464620,0.503108,0.446406,2.416550,1.380934,2.324734,2.229251,2.609550,2.786012,medium
0.954051,0.275768,0.098424,0.064899,1.576550,1.092198,0.555844,1.324994,1.087851,1.937072,0.275894,1.597261,1.135415,2.633066,1.894307,1.370367,2.445257,2.383890,medium
0.606175,0.877091,0.956720,0.465726,0.518070,0.428014,1.780629,0.742455,0.383349,1.207255,1.726145,1.702612,2.240541,2.206483,2.945116,2.817628,2.239207,1.210790,high
0.228643,0.944042,0.599360,0.240245,1.417353,0.951053,1.099977,1.292021,0.364328,1.415727,2.934294,2.767430,2.651208,1.720832,2.638138,1.822049,1.833960,1.816224,very_high
0.671701,0.148796,0.728656,0.469804,0.429709,0.636350,0.826833,0.712497,0.844605,2.150174,2.468851,1.881830,2.300411,1.887672,1.342632,2.699926,2.584877,2.348179,very_high
0.618128,0.462676,0.315364,0.455466,0.080660,0.533407,0.145364,1.347501,0.160126,2.628918,1.307519,0.436529,0.102589,2.653085,2.440222,1.498473,2.896457,2.148768,low
0.358163,0.980987,0.393147,0.582145,0.402273,1.933970,1.428243,1.458471,2.065537,0.816656,1.609863,1.309054,2.482107,1.677854,1.971132,1.626337,1.019622,2.237094,medium
0.113558,0.483407,0.236924,0.356770,0.357258,0.320148,1.405702,1.381105,0.221967,1.026230,0.838584,1.964288,2.323443,1.179265,1.374090,1.118447,2.175690,2.134270,low
0.671573,0.863548,0.096966,0.164270,0.675496,1.574652,1.228087,0.227924,0.609869,2.792218,0.489198,2.100853,2.007871,2.822564,2.397480,1.515535,2.731962,2.596123,very_high
0.520308,0.588732,0.179032,0.503719,0.836899,1.968330,1.020525,1.313786,0.278699,1.735535,1.446243,2.589222,2.280067,1.774687,2.094775,1.980628,2.306225,1.640854,high
0.772318,0.375330,0.797514,0.830203,1.017078,0.039803,0.867569,0.559975,0.189503,0.536885,1.390505,0.541521,2.938276,1.696775,1.060748,2.892274,2.601659,2.416925,medium
0.520164,0.285784,0.677546,0.664012,0.953508,1.398055,1.186542,0.057603,0.803255,1.991085,1.565790,2.854626,1.293339,1.408799,2.293176,1.777806,2.790122,2.982159,very_high
0.852182,0.203223,0.546929,0.338368,0.541349,0.505824,0.466791,0.829661,1.715697,2.972286,2.858414,0.177418,0.201670,2.794845,2.269974,2.279488,2.501902,1.779918,high
0.551907,0.761798,0.475090,0.935523,0.058341,0.080976,1.882518,0.867086,2.894057,2.470361,1.811686,2.951286,1.382670,1.435011,1.288170,1.855420,2.434035,2.582097,very_high
0.560938,0.386541,0.922434,0.912208,1.210203,0.805779,1.177589,0.934348,2.626670,2.237223,1.817316,2.573301,0.139301,2.273346,1.697975,1.093584,2.929492,1.492218,high
0.876654,0.511275,0.072735,0.209348,0.791490,1.870436,0.622385,1.409648,2.627802,0.624140,0.384074,1.980818,0.882751,2.761530,2.171798,2.007065,2.727369,1.563793,high
0.403483,0.492325,0.280601,0.039418,0.597344,0.023530,0.899360,0.617688,0.528201,2.628419,2.989467,2.204987,1.760639,1.069827,1.277566,1.131827,2.630756,2.869728,medium
0.134015,0.577279,0.349938,0.741309,1.733882,1.175771,1.611370,0.630561,0.794722,1.577367,2.318535,0.218076,0.928869,2.657583,2.705447,2.767400,1.172807,1.051877,medium
0.028783,0.865577,0.782426,0.827610,1.493487,1.002793,0.323232,0.121105,0.229180,2.667870,2.631610,0.124440,2.056186,1.821199,1.054972,2.506074,1.478060,1.434855,low
0.755137,0.980739,0.992515,0.967865,1.715531,1.746768,0.585671,1.373642,2.335405,0.989483,1.242901,0.305297,2.465959,2.315949,1.205675,1.757303,2.113512,1.965841,high
0.620310,0.407584,0.240671,0.889836,0.989966,0.168003,1.359016,1.135652,0.209449,0.186153,1.506384,0.262079,1.261318,1.744809,1.232214,2.280437,2.419120,1.803695,low
0.704080,0.827519,0.874307,0.600535,0.261863,1.363052,0.630978,0.698850,1.670087,1.427928,1.566251,1.642144,2.700414,2.391033,2.056214,1.224056,1.606430,2.258339,high
0.212964,0.764528,0.830623,0.530052,1.392443,1.360219,1.585003,1.410378,0.743627,0.809513,0.582284,0.646332,0.239517,1.508590,2.240228,2.405110,1.186656,1.385444,low
0.136371,0.573529,0.224657,0.027841,0.412148,1.338160,0.260907,1.074715,0.730337,2.145688,2.068467,2.580617,2.520339,1.043861,1.807482,2.645465,1.622198,1.141094,medium
0.014545,0.956047,0.399333,0.246656,0.882459,1.884669,1.525372,0.938490,2.972175,2.871320,2.708930,1.337246,2.485719,2.895575,1.577334,2.643491,2.542058,1.738667,very_high
0.350588,0.200475,0.409673,0.459615,0.130002,1.646175,0.136703,1.022649,2.270339,2.072922,0.491117,2.086531,0.965982,1.032736,2.618635,1.568555,2.754802,2.048710,medium
0.589918,0.109264,0.978221,0.628504,1.650617,0.083945,0.025185,1.272696,2.510818,2.660802,0.258955,1.958619,0.896146,2.648199,1.136572,1.527492,2.825807,2.124004,high
0.392244,0.853962,0.180892,0.557252,0.251881,0.942166,1.796447,1.320005,1.715948,1.359072,2.214657,0.959559,0.915285,1.338275,1.560584,2.042795,1.757733,2.202987,medium
0.437475,0.439150,0.799158,0.742636,1.806195,0.795906,1.162678,0.577916,2.613043,2.314922,0.819605,0.729503,2.434181,1.784440,1.078231,2.935544,1.745077,2.097324,high
0.904159,0.846969,0.334193,0.279767,1.728461,0.620294,0.703654,0.281487,1.936472,2.529130,1.871588,1.027369,2.494960,2.644985,1.027780,2.841046,1.813415,1.491504,high
0.348255,0.893090,0.730870,0.564953,0.929166,0.902673,0.465189,0.313268,2.838521,2.132627,2.087275,2.389975,0.989167,1.411864,1.706760,1.719277,1.751619,2.529099,high
0.513989,0.062458,0.420011,0.088142,1.488736,0.768388,1.233772,1.278782,0.844016,1.523332,0.965732,1.758831,1.777771,2.731415,1.389647,2.559659,2.332393,1.175561,medium
0.783653,0.883465,0.578360,0.413666,1.238890,0.864668,1.018004,1.745747,1.785959,1.877598,2.445434,0.760616,0.416800,1.995518,1.536732,2.842636,1.716647,1.396708,medium
0.396543,0.448319,0.832612,0.750161,1.606151,1.958524,1.983196,0.818993,2.070394,2.101521,1.649967,2.453539,1.406336,1.732307,2.641894,1.521853,1.040688,2.478756,very_high
0.622087,0.510432,0.804166,0.693401,0.863610,0.177266,1.966432,0.339040,1.178812,0.759253,2.606998,0.164278,2.996379,2.324875,1.325960,2.660591,1.878049,1.559452,medium
0.862364,0.626593,0.866423,0.990643,1.571617,1.844462,1.270049,1.513205,2.639124,2.428738,2.289881,2.097550,0.476517,1.682779,2.560467,1.535791,1.448304,1.986947,very_high
0.949521,0.926383,0.059617,0.277891,0.924914,0.960473,0.885741,1.664979,2.939409,2.850974,2.605727,1.317302,2.842688,1.694577,2.350101,1.686564,1.057614,1.654395,very_high
0.147073,0.019116,0.692051,0.498189,1.881932,1.247484,0.982282,1.761165,1.481308,1.395718,0.060484,2.193871,2.472764,2.467053,1.652891,1.397641,1.941686,2.013962,high
0.926588,0.476843,0.139987,0.329530,0.972744,1.660366,1.364958,1.213663,1.171922,2.103202,0.730519,2.782384,2.916644,1.619664,2.093112,2.014160,1.411909,1.693312,high
0.492116,0.687722,0.415819,0.440603,0.925239,0.720926,0.203149,1.721457,1.415814,2.211078,0.270024,2.250102,0.538736,1.401545,1.888871,2.686622,1.905484,2.988416,medium
0.258244,0.722707,0.548588,0.856950,1.570144,0.860844,0.656704,0.030830,2.558210,1.986743,1.326249,1.325896,0.640555,2.615292,1.256791,2.056104,1.555500,1.714955,medium
0.459136,0.692532,0.402739,0.684209,1.643155,0.819037,0.150544,0.214472,1.936405,1.641345,2.669880,0.452927,0.050602,2.610742,2.814371,1.246880,2.207418,2.254099,medium
0.980033,0.134435,0.519612,0.882441,1.108978,0.749462,0.146722,0.185152,0.134317,2.644944,1.402621,2.419053,2.174105,1.995171,2.139236,1.503552,2.981755,2.776686,very_high
0.492618,0.299396,0.996526,0.203511,0.359596,1.851059,0.391678,1.425209,1.626510,1.346780,2.549139,1.382117,1.932284,2.053311,2.760480,2.125724,2.094464,2.275870,very_high
0.328752,0.358716,0.135217,0.873361,0.935516,1.657860,0.970507,0.139164,0.051900,0.183309,0.981535,0.225937,0.534196,2.392153,2.647653,2.166375,2.293792,2.131715,low
0.633401,0.804437,0.675456,0.059762,1.936145,0.218000,1.569549,0.992729,2.335606,2.533669,1.018710,2.157166,2.373435,2.018549,1.159552,2.153812,2.838552,2.138459,very_high
0.240146,0.278760,0.396001,0.888599,1.505972,0.216247,0.970992,0.945414,0.984937,2.021944,2.686685,0.875556,0.897587,1.834080,1.414541,1.154007,1.748001,1.992921,low
0.075863,0.210705,0.133010,0.329074,1.622325,0.855739,0.670953,0.621407,1.416022,2.547776,1.277451,0.146665,0.404987,2.989788,1.290522,2.507392,1.333097,2.615161,medium
0.128880,0.957448,0.158737,0.314588,0.065651,0.197315,0.164706,1.740810,2.396034,0.415642,2.369296,2.708253,1.267688,1.295281,2.661559,2.818856,1.565595,1.100848,medium
0.128046,0.008863,0.949273,0.512089,0.935719,1.238186,1.100591,0.340866,0.139346,0.092259,0.709931,1.449303,0.272910,2.185456,2.724893,2.021038,1.805590,2.770260,low
0.151903,0.997821,0.879601,0.940690,1.293242,0.287383,0.542537,0.704926,0.475625,2.803124,2.846402,0.842883,0.789731,2.771726,2.055943,2.437659,2.290035,2.172584,very_high
0.138827,0.676821,0.907042,0.047781,1.660065,1.044747,1.229868,1.548343,1.193881,0.443185,1.723735,2.149160,1.114000,2.374430,1.208356,2.828031,1.009176,2.697746,high
0.640875,0.828469,0.991533,0.352231,0.098547,0.014440,1.954375,0.060845,0.689775,2.428957,2.277971,2.657707,2.555593,2.761847,1.271233,2.285246,2.706766,1.020785,very_high
0.181880,0.294619,0.208315,0.856572,1.704878,0.633193,0.222629,1.345901,1.013704,2.469630,0.268547,0.000921,2.377646,1.672669,2.627098,2.348651,1.152188,2.738553,medium
0.345667,0.014315,0.355439,0.396054,1.096802,1.354381,0.424251,1.632795,2.994524,2.126116,1.477993,2.063557,1.328263,1.543986,2.858380,2.442809,2.801310,1.240275,very_high
0.896788,0.737870,0.669219,0.199157,0.394628,0.968078,0.946189,1.864536,2.476243,0.393787,2.703115,2.301035,2.173725,2.702545,1.398951,1.521005,2.898869,2.442436,very_high
0.473962,0.834145,0.483803,0.424794,0.634510,1.956539,1.937228,1.752593,2.651705,2.002196,2.631116,0.629782,1.705949,1.788229,1.022275,2.165356,2.980206,1.833043,very_high
0.667558,0.740476,0.418390,0.385553,0.563859,1.748208,1.543620,0.638768,2.811164,2.667260,0.140442,1.468871,1.022526,2.419365,1.661906,2.684350,2.619020,2.362145,very_high
0.172320,0.142850,0.357811,0.915416,1.061718,0.718142,1.796458,1.172728,1.022808,1.276595,0.911095,0.267858,2.177623,1.295497,1.060999,1.592325,1.283711,2.256379,low
0.192289,0.753428,0.593781,0.761934,0.103371,0.090973,0.667430,0.154587,0.891231,1.240551,1.329960,2.240250,2.050497,2.511676,2.655950,2.794341,2.412334,1.326793,high
0.040869,0.768923,0.575593,0.505116,0.317072,1.691253,1.984077,0.515740,0.702187,1.328575,0.516794,2.542368,1.857283,2.097965,1.983025,2.240764,1.406643,2.029228,medium
0.168935,0.658541,0.161458,0.988371,1.625386,1.822469,0.205666,0.188445,2.490351,0.246816,2.189995,0.324560,1.853867,1.537223,2.283722,1.846350,2.794256,1.554461,medium
0.278590,0.766116,0.471740,0.465278,0.265208,1.641255,0.105946,0.630375,2.038656,2.676077,0.553536,2.449381,2.048946,1.989008,1.822970,2.246366,1.633212,2.120874,high
0.177010,0.845921,0.553472,0.058238,0.466793,0.255900,1.711205,1.750374,0.708516,2.607549,1.039919,2.314711,1.153637,2.393887,1.691015,1.803720,1.653592,2.476007,high
0.088703,0.613604,0.570287,0.262274,0.906741,1.995830,1.854530,0.694334,1.130981,2.993728,1.989842,1.040740,2.607227,1.023773,1.444401,2.676071,2.835307,1.162517,high
0.120636,0.088605,0.210107,0.436070,1.034242,0.517168,0.181171,1.123796,1.520135,1.755549,1.446268,2.070869,0.486924,2.274934,2.541065,1.964637,1.026462,2.031525,medium
0.460779,0.487628,0.742271,0.156903,1.527221,1.448410,0.226855,0.866762,1.584420,2.253575,2.215713,0.000144,2.651656,2.083182,2.391095,2.802427,1.387932,2.235260,very_high
0.206334,0.077649,0.025199,0.947565,0.894665,1.816070,0.066348,0.917833,2.666183,0.608016,2.883624,2.795393,1.026846,1.440572,1.721458,2.019616,1.843865,1.590735,high
0.364270,0.407543,0.354832,0.766849,1.579729,0.471374,0.209015,1.939144,1.141698,2.002586,0.349640,1.651150,0.375095,2.505962,1.642232,2.320737,2.401443,2.906007,high
0.503417,0.407106,0.780213,0.268287,1.236693,1.816517,0.418840,0.592309,2.725572,1.949199,2.128703,1.861017,1.800082,1.606922,1.002486,2.995489,2.295132,2.040606,very_high
0.690395,0.066010,0.563893,0.590805,0.226199,0.618963,1.940153,1.254649,1.324103,2.703626,0.691032,1.993978,1.127960,1.553722,1.127104,1.293932,2.338824,1.365034,low
0.039312,0.348821,0.261162,0.721449,0.312663,1.952826,1.335720,0.840125,2.239118,2.492378,1.243430,1.684107,2.446499,1.942437,2.246511,2.473458,2.760044,1.215577,very_high
0.799410,0.110998,0.694953,0.941279,0.874067,0.562520,1.557106,0.122292,2.790763,2.815399,0.098588,2.570292,1.292356,2.352299,2.029215,1.277744,1.242061,2.083319,high
0.627900,0.808235,0.567391,0.881635,0.793779,1.906872,1.552279,0.978662,2.722727,2.606500,0.407722,1.829105,2.005688,2.857692,1.869606,2.677733,2.044323,1.750477,very_high
0.081759,0.947688,0.796244,0.515192,1.487089,0.107089,1.070147,1.626687,0.170859,2.606082,0.959332,2.723280,0.924774,1.282714,2.655004,2.192907,2.450955,1.385094,high
0.873579,0.072316,0.735025,0.774653,1.161474,1.418544,1.594978,0.197506,0.617113,0.191170,1.025957,1.746995,0.628357,1.792936,2.007796,2.876319,2.272237,1.061397,low
0.920872,0.955115,0.610108,0.562145,0.776266,1.064222,1.191615,0.139184,1.430716,2.537886,2.698756,0.513367,1.164147,1.133979,1.768987,2.731913,1.896628,2.133200,high
0.061078,0.522577,0.488178,0.552704,0.341521,0.955754,0.629092,0.307263,1.294663,1.822435,2.225439,2.740688,1.820424,2.517101,1.322513,1.149744,1.034229,2.197200,medium
0.276878,0.299566,0.133182,0.114742,0.453674,0.446989,1.122220,1.528800,1.922675,1.141333,2.916549,2.044882,1.970840,1.895466,2.641376,1.274605,1.120905,1.283605,medium
0.806201,0.076862,0.261333,0.126138,1.151002,1.411192,1.067017,1.447991,2.834127,0.169544,1.797215,2.097717,1.734620,2.413858,2.152497,2.202342,1.237883,2.203476,high
0.748260,0.500624,0.419099,0.529534,0.846878,0.381619,1.646906,1.130036,0.337214,2.033021,0.725141,2.956445,2.964167,1.644389,1.184920,2.036629,1.686456,2.903946,high
0.184521,0.794516,0.599299,0.268862,1.029855,1.105684,1.963454,0.936453,1.355576,0.984605,0.982965,0.225590,2.073271,2.688634,2.297797,1.337130,1.235307,2.956591,medium
0.209349,0.707086,0.513708,0.021037,0.341355,0.506491,0.822085,1.776652,0.577233,1.403329,0.959508,1.285778,2.794559,2.069656,1.850141,1.258718,1.852165,2.776986,medium
0.370472,0.050226,0.288185,0.722839,1.325813,1.911243,1.526781,1.533396,2.682323,2.045185,0.979483,0.717286,0.353800,2.887216,2.622772,2.127982,1.357284,2.614157,very_high
0.484523,0.072902,0.006464,0.032487,1.705077,0.057262,0.199526,1.623885,2.893741,2.735324,2.018893,1.891279,0.184119,1.157629,2.837829,1.097843,2.558332,1.418736,high
0.618255,0.402873,0.496239,0.595277,0.515879,0.399457,1.553663,1.626525,1.436105,2.476311,1.592424,2.420435,0.932984,2.028554,2.200932,2.747471,2.742975,1.312870,very_high
0.368914,0.295290,0.285626,0.539194,0.983028,0.484621,0.742834,1.285434,0.312031,1.351791,1.156273,2.898932,0.409767,2.532910,2.463226,2.614166,1.779295,1.889895,medium
0.462535,0.232384,0.734608,0.968815,1.951055,0.828136,0.078780,0.916029,2.355884,1.163349,0.447269,1.363788,1.577606,2.200305,1.113182,2.570740,2.022664,2.239264,medium
0.747471,0.281004,0.023946,0.484213,0.666483,0.465460,0.726492,1.729356,2.091424,0.719339,0.066417,2.358655,1.556944,1.046388,2.120511,1.031994,2.906992,2.701357,medium
0.036683,0.803483,0.584828,0.063601,1.190093,0.982698,1.221286,1.852015,1.064012,1.117280,0.656504,2.751155,1.725141,2.944677,2.510680,1.095282,2.071016,1.463926,high
0.252437,0.929228,0.941474,0.551688,0.180391,1.744931,0.238500,0.047612,2.662222,0.333139,0.322414,2.049976,2.235684,1.596527,1.993524,2.099678,2.990146,1.959296,medium
0.713350,0.405103,0.174409,0.841096,1.212030,1.424127,1.848069,0.103110,2.927496,2.913317,2.356335,0.728198,2.913989,1.498556,2.187100,2.988851,1.284262,2.294880,very_high
0.895207,0.906111,0.471649,0.996849,0.179264,1.159924,0.155345,1.917487,1.673562,1.721752,0.337494,1.823562,2.634776,1.971320,2.797896,1.684632,2.724453,1.891188,very_high
0.511677,0.321496,0.091422,0.430343,1.918471,0.178006,1.860013,0.554321,1.697184,0.383418,2.172685,2.909856,0.355102,2.084316,1.396199,1.688750,1.994406,1.908387,medium
0.532113,0.476437,0.625682,0.320299,1.431325,1.387984,1.414275,1.746739,0.892541,1.058418,1.156976,2.962661,1.015541,2.532576,1.196493,1.268556,1.045428,1.450234,low
0.107172,0.226029,0.550532,0.906653,1.576320,0.332829,0.659424,0.777590,1.753518,1.641117,0.220135,1.927079,0.767469,1.786547,2.381287,2.348672,2.944446,2.973322,high
0.447412,0.640476,0.407366,0.191242,1.408209,1.572735,0.781501,0.238200,1.318927,1.598657,2.438190,2.660963,0.530452,1.879921,2.645698,2.293353,2.930096,1.950387,very_high
0.532617,0.978981,0.521377,0.615429,1.179458,0.500114,1.481619,0.160886,0.906573,0.106510,1.738892,0.601048,1.634175,2.069920,2.700980,1.202645,1.766542,2.065484,low
0.242471,0.603493,0.896575,0.405714,0.899826,0.834097,1.202942,0.313016,0.201556,2.852523,0.707285,0.738236,1.659793,1.788774,2.283289,1.934825,2.908284,1.437119,medium
0.269243,0.357814,0.196294,0.041082,1.716747,0.700940,1.343286,0.499786,0.758124,0.826127,2.684044,2.858663,0.681734,2.829096,2.666427,2.334150,1.282019,2.028273,high
0.377284,0.647817,0.022565,0.347288,1.913671,1.717628,0.778329,0.977037,0.593564,0.048554,0.135775,0.405706,2.135692,2.702504,2.401328,1.987032,2.360220,1.510699,low
0.020071,0.122921,0.861665,0.265229,0.998072,0.253089,0.975627,1.402996,1.626126,0.229332,0.605459,0.573319,2.198743,1.909947,1.174754,2.348727,1.383858,1.404673,low
0.322079,0.888659,0.577117,0.686091,1.863070,1.131290,1.979735,1.972797,1.805010,1.740585,2.256141,1.261646,0.062940,1.000390,2.524087,2.632541,1.493294,1.551445,high
0.211448,0.503084,0.890658,0.948790,1.166666,0.284123,0.427846,0.883013,1.825715,0.413357,2.128134,1.768753,1.187273,2.801869,1.358719,2.371631,2.558675,1.005519,medium
0.327497,0.449350,0.596945,0.268047,1.076768,1.409592,0.835712,1.036370,1.164543,0.125174,0.867815,1.811452,2.670422,1.248673,1.473219,2.232228,1.754716,2.140302,low
0.119762,0.585865,0.810161,0.811466,0.908965,1.810156,0.583646,1.043631,1.263689,1.138879,0.186075,0.875928,1.560956,1.489025,1.789301,2.707181,1.014255,1.774960,low
0.890527,0.624784,0.429673,0.055360,0.418576,0.869215,1.530223,1.078869,2.502715,1.868284,2.574234,2.761842,1.042883,1.304723,1.629134,2.801177,1.828477,2.797378,very_high
0.593592,0.071776,0.749860,0.538121,0.007439,0.976185,1.528025,1.035481,1.428698,0.335519,0.941093,2.745300,0.761028,1.359631,1.643303,1.777773,1.456139,1.081414,low
0.679102,0.682617,0.913041,0.070550,0.483012,1.854846,0.584891,0.017550,2.963320,0.939983,0.587140,1.176204,0.730064,2.605755,1.338519,1.346500,2.366660,1.086401,low
0.789171,0.241932,0.572123,0.934033,1.019446,1.041983,0.162781,0.003450,1.318852,1.253282,1.548185,1.302875,0.299304,2.159003,1.587742,2.635721,1.388897,2.771747,low
0.498442,0.713953,0.180785,0.766351,0.759920,0.975197,0.022865,0.195333,1.948743,0.478380,2.730682,2.107491,2.451679,2.912190,1.039325,1.427506,2.684507,1.253289,medium
0.086920,0.822535,0.268798,0.657950,0.896970,1.156658,0.854901,0.203113,0.151089,1.518222,0.130640,1.988988,0.259972,1.462907,1.945822,2.857901,1.534186,1.004320,low
0.537107,0.803959,0.198645,0.823896,1.961296,1.378459,0.820675,1.409794,1.960020,0.255642,2.297412,1.146891,0.876884,1.971270,2.537182,1.045756,1.786057,1.357828,medium
0.586841,0.552501,0.246857,0.647520,0.700545,0.213767,1.976780,0.409832,2.554279,0.139555,1.717420,1.242733,0.137027,2.954857,2.724495,2.842542,1.596074,2.647752,high
0.745439,0.520170,0.306415,0.968944,0.904366,1.642221,0.939604,1.789428,2.827374,1.559506,1.276347,1.044117,2.344160,2.652887,2.640857,2.178366,2.287847,2.605428,very_high
0.431660,0.142876,0.555134,0.713958,0.267031,0.871010,0.512837,1.857213,2.991962,0.743691,2.232241,0.706155,0.117851,2.457231,1.832915,2.549484,1.202327,1.680264,medium
0.127580,0.775346,0.587992,0.924659,0.095915,0.144697,1.782459,1.951787,0.846536,0.286121,2.897473,1.374415,0.924903,1.377950,2.460853,1.796985,1.956199,2.336062,medium
0.283776,0.271409,0.426500,0.517132,1.550819,1.572365,0.982136,1.878163,1.726110,1.271738,0.687619,2.059302,1.719892,2.538811,1.575782,2.983433,1.668910,2.014499,very_high
0.363082,0.496695,0.615421,0.117064,1.141366,0.753900,1.198351,0.543777,1.352154,2.745422,0.430942,2.225900,1.228684,1.695130,1.111125,1.455103,2.768276,2.809470,medium
0.645917,0.284274,0.081575,0.528178,1.521410,0.200735,0.191337,1.019554,1.691452,2.172577,2.738645,2.336621,0.846813,2.061074,2.351943,1.528687,1.146824,1.112847,medium
0.570778,0.133828,0.087788,0.126873,0.299726,1.267558,0.765833,0.350910,0.472359,2.446848,2.006859,1.124196,0.825567,2.218322,2.297592,1.102865,2.659390,2.626358,medium
0.356097,0.629558,0.171829,0.592493,1.143658,1.760263,1.888447,1.612419,2.568449,2.615742,1.313958,2.293908,2.393371,2.218727,2.603259,2.880947,1.335361,1.341197,very_high
0.986515,0.054332,0.518077,0.482493,0.507285,1.775507,1.179011,1.776863,2.728707,2.917883,1.719779,0.019549,2.921934,2.453047,2.232212,1.912059,1.177155,1.783242,very_high
0.605775,0.748645,0.213995,0.622575,0.456124,1.915327,0.689004,1.702578,1.348985,2.289740,2.236842,1.431150,1.044123,2.323404,1.313783,2.349705,1.404646,1.383914,medium
0.237227,0.317587,0.283284,0.010047,0.023052,1.735411,1.251334,0.866734,0.841290,1.825224,2.319096,2.381713,0.117437,1.136742,2.706325,2.374881,1.205306,2.405229,medium
0.101782,0.000135,0.400313,0.194840,0.260681,0.004282,1.820822,1.517348,0.422500,1.096278,2.759683,1.890134,0.109697,1.914694,2.254506,2.749004,2.041968,2.356652,medium
0.152859,0.511129,0.811866,0.491330,0.618536,0.760482,0.547981,0.195158,2.051294,0.544930,1.280528,1.422189,2.277640,2.328043,2.615219,2.329851,2.976430,2.095795,high
0.245958,0.046852,0.013862,0.950504,0.233758,1.637085,1.010233,0.080490,0.936696,2.059980,0.880233,1.933926,1.657109,1.591986,2.548214,2.124042,1.068655,2.396326,medium
0.160681,0.276170,0.649379,0.383609,1.971717,0.732506,1.917381,1.506473,2.728616,2.984850,1.918993,2.720838,2.350778,1.626113,1.595729,2.420637,1.922257,2.279130,very_high
0.186567,0.706976,0.668877,0.424372,0.617265,1.203097,0.344792,0.850711,2.013037,1.402076,1.247184,1.699145,2.092491,1.249135,1.149106,2.501942,1.772141,2.552884,medium
0.285095,0.062690,0.798656,0.714696,0.260648,1.212634,1.439328,1.991099,1.937056,2.171038,1.783795,2.399359,2.722519,1.837230,1.353009,1.371856,1.679213,1.478813,high
0.173374,0.839338,0.932753,0.603793,0.398165,0.730051,1.228962,0.194508,1.678206,1.485277,1.259957,2.942228,2.657473,2.973661,1.185725,1.219334,1.663727,1.857825,high
0.896765,0.003820,0.020138,0.298926,1.175406,1.808948,1.359350,1.711255,0.137329,1.295800,0.458987,2.116705,2.364982,1.570639,1.486825,1.149698,2.790026,1.303253,low
0.080234,0.246824,0.153784,0.410816,0.128087,1.006457,0.702439,0.959966,2.795767,1.230917,1.408280,1.719977,1.425567,2.062874,1.919065,1.748107,1.037952,1.859187,low
0.524511,0.740904,0.886171,0.217700,1.724868,0.929568,0.627759,1.654300,1.883812,1.513874,2.072753,0.112458,0.924379,2.486475,2.813621,1.996000,2.549833,2.403384,very_high
0.410397,0.316270,0.458519,0.966021,1.922999,1.995027,1.368419,1.634255,2.982186,1.100687,2.397851,1.123434,1.521080,1.026995,2.744038,2.231300,1.505866,2.382782,very_high
0.982379,0.101892,0.564591,0.130634,0.493495,0.987001,0.431087,1.831984,1.612069,2.246320,1.479979,1.696328,1.506215,2.800879,2.437200,2.916069,1.766591,2.418854,very_high
0.112039,0.360234,0.663027,0.371837,0.900191,0.356797,0.839309,0.595700,2.130333,2.622816,0.495714,2.391620,1.830827,1.773100,1.048225,1.661576,1.840300,1.617535,medium
